Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,Shape__Length
708188,Holdsworth - Kaitoke Track,This is one of the classic tramps of the Tararua Forest Park. It follows the Waiohine and Tauwharenīkau rivers between Holdsworth and Kaitoke.,Advanced,2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8dcd35c40b6f423bbe0ea4627a9494a8.jpg,https://www.doc.govt.nz/link/3465fd8842d74a3e8d05c7bc8e2bcaf3.aspx,12/2/2025 8:33:35 AM,35969.8102902497
708189,Washbourn Scenic Reserve Walk,"The Washbourn Scenic Reserve is a delightful patch of forest, providing a very easy 15-minute walk.",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/73f99a7b5a50416dada76d3efde3d5ed.aspx,https://www.doc.govt.nz/link/1ff9d820cf484c1985c791f4575e89ca.aspx,12/2/2025 8:33:35 AM,804.24634410708
708190,Queen Charlotte Track,Experience the spectacular Marlborough Sounds by walking or biking the Queen Charlotte Track. The track stretches 73.5 km  from historic Meretoto/Ship Cove through to Anakiwa in Queen Charlotte Sound. This track is part of Te Araroa Trail.,Intermediate,3-5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f17199e876a84fbba8a9ae6394ec518b.jpg,https://www.doc.govt.nz/link/e3171ec104a34779a4a86c0fde9c4c3c.aspx,12/2/2025 8:33:35 AM,67058.8575703452
708191,Mitre Flats Track,The Barra Track follows the Waingawa River to Mitre Flats and Mitre Flats Hut.,Advanced,8 - 9 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4f4524efd54b4a4985762c2bb257b483.jpg,https://www.doc.govt.nz/link/64e1bdafb4094fc5b6c89ccf0e583908.aspx,12/2/2025 8:33:35 AM,8083.34208896123
708192,Lake Waikaremoana Track,"Lake Waikaremoana is a Great Walk that is more of a backcountry, off the beaten track experience. Be immersed into stunning natural wilderness and welcomed into the homeland of Ngai Tūhoe.",Intermediate,3 - 4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/05f1f9a1439c419eaa07d7899bae32e8.aspx,https://www.doc.govt.nz/link/515b197a913840e7b09903b2cd121941.aspx,12/2/2025 8:33:34 AM,45315.9115447687
708193,Alex Knob Track,"This is a challenging day hike with a reward of the best views of Franz Josef Glacier/Kā Roimata o Hine Hukatere without taking a helicopter flight. In summer, make sure you start your hike early to avoid afternoon cloud.",Advanced,8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/012ff766454c4e819ff220aa864ea2a8.aspx,https://www.doc.govt.nz/link/72b1b1ea6c564342881808859f70c5c3.aspx,12/2/2025 8:33:34 AM,7567.60510156555
708194,Kaikōura Peninsula Walkway,"Observe seals and seabirds, explore historic pā and whaling sites and enjoy clifftop views of the sea and mountains. Suitable for families, the whole walkway takes three hours but you can also explore a range of shorter tracks.",Easy,Various: 5 min - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/75c1a24c4fe144d6ac56a182c1272228.aspx,https://www.doc.govt.nz/link/eacea5aaee1c4ece9b2b91c3df282d15.aspx,12/2/2025 8:33:34 AM,4775.82135457885
708195,Parapara Peak,"The track to the summit of Parapara Peak (1249 m) is steep and difficult, and requires fitness and experience.",Expert,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fe349fc874304484b7182d9751986fc0.jpg,https://www.doc.govt.nz/link/f5f738fe69a44246aaee7ea3c819be6d.aspx,12/2/2025 8:33:33 AM,7930.13503719675
708196,Wairau Lagoons Walkway,"This flat loop track, ideal for kids, follows the lagoon shoreline with good bird watching to the rusting remains of the Waverley ship.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b287ab94ea6c46b583d59461afc5e2f0.jpg,https://www.doc.govt.nz/link/6629eaaadc5b43fc8a3928723929d093.aspx,12/2/2025 8:33:35 AM,8363.09053644998
708197,Forest Walk,The Forest Walk is a wheelchair accessible track which winds through native bush and crosses the Waipohatu stream. It connects to the Waipohatu Waterfalls Track.,Easiest,30 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/8b1ab1faa75f4df39b7a1309e52cbc64.aspx,12/2/2025 8:33:33 AM,727.37042956251
708198,Kopuwai Track to Sisters Track,"Centred in the heart of the Kopuwai Conservation Area, this track follows along the rolling tops of the Old Man Range.",Advanced,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/04824c563ebc44cc8cf147eb30e827cd.aspx,https://www.doc.govt.nz/link/29e10240db26428bab0c680fdd17b7ff.aspx,12/2/2025 8:33:33 AM,7713.03081656605
708199,Hāwea River Track,"Suitable for all ages and experience levels, this gentle riverside track links Albert Town to Hāwea. This track is part of Te Araroa Trail.",Easy,3–4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/99a100a9ae994b4db91fee4b0f0bc582.aspx,https://www.doc.govt.nz/link/c30efd97d798400abc217bf68d270291.aspx,12/2/2025 8:33:32 AM,5332.37197658115
708200,Cardrona-Cromwell Pack Track,This overnight tramp goes up and over the Pisa Range from Cardrona Valley to Lowburn.,Advanced,9–12 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/48a8006f623748a49e4fbf5aba3a288d.aspx,https://www.doc.govt.nz/link/c9a233cd18184facae5b1fc5cb451de0.aspx,12/2/2025 8:33:32 AM,15856.2663395381
708201,Flanagan Pass Trail,A link track from the Greta Stream Track which crosses Flanagan Pass and connects to the Pyramid Track at Darts Bush Stream. It is also possible to 4 wheel drive to Dorcy Airstrip and walk to the Pass from there.,Advanced,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/42c639a3cb91406793f3142adaf210b4.aspx,https://www.doc.govt.nz/link/40cb9440a79b40219bc6067640c1c9d1.aspx,12/2/2025 8:33:32 AM,11493.1221231728
708202,Roaring Meg Pack Track,The Roaring Meg Pack Track can be completed in a day or as an overnight tramp staying at Meg Hut. It goes up and over the Pisa Range from Cardrona valley to Kawarau Gorge.,Advanced,7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9ae40a4b15544fd7808a7de7cbfb0249.aspx,https://www.doc.govt.nz/link/06f2bd2c67734fa4a501be27746cb0d8.aspx,12/2/2025 8:33:32 AM,11791.0594449911
708203,Pukaki Kettle Hole Track,Explore the Pukaki kettle holes and enjoy the great views of the lake and surrounding mountains.,Easiest,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d6bea42f417844228bbc79474b8dfed7.aspx,https://www.doc.govt.nz/link/11aa4c77c05248588c9a5049fdf3d055.aspx,12/2/2025 8:33:31 AM,1244.94343780977
708204,Nīkau Bush Conservation Area Walk,"A short track follows a loop that takes in some peaceful forest glades in among lush regeneration beneath stately palms. 
",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f9947919b5534965bf4beb94d38a6537.aspx,https://www.doc.govt.nz/link/06b967eeac8c40449fdd18c9e63cf22f.aspx,12/2/2025 8:33:33 AM,2189.61940250669
708205,Hāpūpū/J.M. Barker Historic Reserve Walk,See Moriori rakau momori (tree carvings) on this bush walk.,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e84e7de22c174f149b32521e98feb06d.aspx,https://www.doc.govt.nz/link/97d528b6cad3407ab606d55d3b183751.aspx,12/2/2025 8:33:32 AM,1477.81914851523
708206,Kauri Loop Track,"This well formed track offers spectacular views, beautiful bush and one of the largest kauri trees in the Waikato.",Easy,40 min | 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/12d8daf1acc14113a1a7ea8d2cf07a1f.jpg,https://www.doc.govt.nz/link/b5fdb7c4d7844553ae6ccc2828026433.aspx,12/2/2025 8:33:32 AM,2244.62953923012
708207,Waitaha Pā Track,"Discover Waitaha Pā, a small historic pā site only a short drive from Whanganui.",Easiest,15 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b3e191a5597a4c359231945e32b0df6e.aspx,https://www.doc.govt.nz/link/cfa53b7c19984681af0098e278db7efd.aspx,12/2/2025 8:33:31 AM,93.8336738487683
708208,Smiths Stream Hut track,This tramping track takes you from the North Block Road carpark to Smiths Stream Hut.,Advanced,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f83b395ff22d4747ae61f8410a494f13.jpg,https://www.doc.govt.nz/link/fc0febd5819c41bcabe0511b16565406.aspx,12/2/2025 8:33:31 AM,4444.65809420719
708209,Te Paki Coastal Track,"This stunning coastal track offers spectacular views of our northern coastline, regenerating bush and large wind-swept sand dunes. This track is part of Te Araroa Trail.",Advanced,"4-5 days, see individual track descriptions for ti",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/17d97e03411942498c1bd98796baca23.aspx,https://www.doc.govt.nz/link/5b553a8c0a3f48dc95b6a52300294cca.aspx,12/2/2025 8:33:31 AM,36605.9236905024
708210,Mingha - Deception Route,"This route is a classic traverse of the Southern Alps, crossing over Goat Pass. This track is part of Te Araroa Trail.",Expert,2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/88f28b9ec8584970b12297ff856fe8a7.jpg,https://www.doc.govt.nz/link/196fa696e3da4d7f83e5beeffa0484bb.aspx,12/2/2025 8:33:31 AM,23692.373918424
708211,Benmore Peninsula Walk,This circuit track passes through an exotic forest and around a peninsula jutting out into Lake Benmore.,Easy,1 hr 40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1c927474a3944609a80b1e8ca58c7f81.aspx,https://www.doc.govt.nz/link/75f6e3b7159040eb9ffde548a19ae83f.aspx,12/2/2025 8:33:30 AM,3757.90715798034
708212,Awakiki Bush Track,An easy walk through lowland tōtara forest.,Easiest,40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/b30404c243cb4767bb65516d9beb113d.aspx,12/2/2025 8:33:30 AM,1241.00180326043
708213,Mount Pureora from Link Road,"On a clear day, enjoy views across Lake Taupo, the Mamaku Ranges, Mount Taranaki and Mount Ruapehu from the summit of Mount Pureora.",Easy,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b9723bb15dc44439a2d6a860bc8f9465.jpg,https://www.doc.govt.nz/link/9a2b33092bc843d0890cb4d9dba5046d.aspx,12/2/2025 8:33:30 AM,2556.33337677157
708214,North-South Track,"This is a multi-day tramp using rugged, unmarked routes suitable for expert backcountry trampers only. Trampers will need to camp in addition to staying in huts.",Expert,5 - 7 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/810def16804048b5b34894fae2346f85.aspx,https://www.doc.govt.nz/link/e5db00fb21df40ee88d133bd4fec2e92.aspx,12/2/2025 8:33:30 AM,75321.116785973
708215,Cattle Ridge Track,This track gives outstanding views of the Remutaka Range and Ōrongorongo Valley.,Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/722eda6592a34a98bb550454d82c3da0.jpg,https://www.doc.govt.nz/link/7b039ba17bab4bada93a0986f15762dd.aspx,12/2/2025 8:33:30 AM,10516.3705768143
708216,Hope Kiwi Track,"The track goes from the Hurunui swing bridge to Windy Point, and on to Hope Kiwi Lodge. This track is part of Te Araroa Trail.",Advanced,18 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3bd8a8ae301946459f9a56f04dd11ad7.aspx,https://www.doc.govt.nz/link/e52dc3664cd0463690f0b132ec7a5c18.aspx,12/2/2025 8:33:30 AM,16894.4752737264
708217,Waitengaue Track,Enjoy walking along the former Waitengaue bush tramway on this track that takes you to Waitawheta Hut.,Advanced,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/a04fbd56433e4ba8b8d9c8d3e73e428c.aspx,12/2/2025 8:33:29 AM,8902.94300050063
708218,Ngutuoha Nature Trail ,An easy loop trail with interpretation panels provide a 1 hour walking experience in the Waimana Valley at the north end of Te Urewera.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a537c540d56d438489ef8d18f1318f6b.jpg,https://www.doc.govt.nz/link/3a04692fa0f54a67bf7f493b52b70ca0.aspx,12/2/2025 8:33:29 AM,1793.44818403506
708219,Te Rereatukahia Hut Track,Grass clearings and an old fence are a legacy of days gone by when this section was highly modified by burning and farming.,Advanced,3–6 hrs one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/b0e4ebc240cc4155afcc459ba51aacc0.aspx,12/2/2025 8:33:29 AM,8986.0682158686
708220,Mangleton Road to Parks Peak Ridge,It’s a 2-3 hour walk from Mangleton Road to Parks Peak Ridge. The track links to Ruahine Range and Golden Crown Ridge to the north and Parks Peak and Upper Makaroro huts to the south.,Advanced,1-2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d6c81c3167a144889ca82c7d809df6d2.jpg,https://www.doc.govt.nz/link/582c1c3137a84efb8ba540a2475860b7.aspx,12/2/2025 8:33:29 AM,7617.74735000147
708221,Edwards - Otehake Route,A  transalpine route that mixes the best of east with the wilds of the west. ,Expert,2 - 3 days ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9efbf9f7f66d44a99f13fd6722b14608.jpg,https://www.doc.govt.nz/link/22dd9c7ad1664be9b9a3c144a63443ef.aspx,12/2/2025 8:33:29 AM,27235.4085854087
708222,Papatahi Crossing,Fit and experienced trampers can cross the Remutaka Range via Papatahi (902 m) from mid-Ōrongorongo valley to the Wairarapa side of the Remutaka Forest Park.,Advanced,12 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bd224b76d67f47b5990f51f8d29a7aec.jpg,https://www.doc.govt.nz/link/b09459afa4a540a6a4d377e8c3b7b8a1.aspx,12/2/2025 8:33:29 AM,20517.2418351667
708223,Crown Track to Dickey's Flat,Take this short walk through historic mining country through to the Dickey Flat Campsite.,Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b759582f210746059c94b3f9bbb8b124.jpg,https://www.doc.govt.nz/link/40b36295e2b4456b902f9bce486e57ff.aspx,12/2/2025 8:33:28 AM,3703.63027531272
708224,Arohaki Lagoon Track,Arohaki Lagoon is one of the must see sites in the Whirinaki.,Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f24a7a11e2e74c10b5eb482f4d6f6bbd.jpg,https://www.doc.govt.nz/link/f24777c73dbb4c6e96c0410e16f7dcde.aspx,12/2/2025 8:33:28 AM,2505.45277392551
708225,Yeoman's Track,This forest track follows an old route where logs were once hauled to Yeoman’s Mill. It is open to walkers and mountain bikers.,Easy,3 hr 30 min - 4 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2674702f37c946c18ad2393d5c1b960c.jpg,https://www.doc.govt.nz/link/16daf5fdc3954f9bb423d64d21911c2b.aspx,12/2/2025 8:33:28 AM,5748.567137875
708226,Mangapurua/Kaiwhakauka Track,The Mangapurua and Kaiwhakauka Tracks are two stages of the Mountains to Sea Cycle Trail. There are various entry/exit options. This track is part of Te Araroa Trail.,Advanced,2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0b7efbadf51048abbd13003d04d98ce0.jpg,https://www.doc.govt.nz/link/8670dc4e01a84dfa89798eb42e02816b.aspx,12/2/2025 8:33:28 AM,50266.1861343813
708227,Manuoha to Waikareiti Track,The Manuoha-Waikareiti Track is a spectacular and challenging walk suited to reasonably experienced trampers. The 32 km walk takes a minimum of three days to complete. ,Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3b4c93fd38e9413baf12dd1da1bb4f1d.jpg,https://www.doc.govt.nz/link/4fc6ffc604c8418fbc7a98576d543020.aspx,12/2/2025 8:33:28 AM,44221.8529825328
708228,St James Walkway,"This track passes through pastoral land, beech forest and sub-alpine regions. This track is part of Te Araroa Trail.",Advanced,5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e81d06d60257421f8abb8a0854a0afbe.jpg,https://www.doc.govt.nz/link/fdcc2c8fa6ac45eaa94578b6b5741c43.aspx,12/2/2025 8:33:28 AM,63010.732240817
708229,Highcliff Track,This track provides stunning views of the Otago coastline along the length of the Otago Peninsula.,Advanced,1 hr 20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f2f7065841e74c489b9b8f85b3f6af68.aspx,https://www.doc.govt.nz/link/150daf69d3db4b55b1c2a9ce50340eac.aspx,12/2/2025 8:33:27 AM,2068.64211365453
708230,Butterfields Wetland Walk,"Situated near the Hāwea River Swing Bridge this small loop track around the Butterfields Wildlife Management Area is suitable for biking, running and walking. ",Easy,45 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8a8e7df42db742a8bbcc1a8152660195.jpg,https://www.doc.govt.nz/link/f0d1b69acfb445c2a764290f4547ca52.aspx,12/2/2025 8:33:27 AM,1100.99407221504
708231,Tarn Hut tracks,These tracks can be combined to form a circuit walk to Tarn Hut. ,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/613e04554870485b84bad11115c78360.aspx,https://www.doc.govt.nz/link/fe6edd17eb6a4560926ec995f1eb99a0.aspx,12/2/2025 8:33:27 AM,22620.5813966383
708232,Tupapakurua Falls Track,"Walk to a lookout point with views of Mt Taranaki and Mt Ruapehu, then on to the remote Tupapakurua Falls.",Advanced,4 to 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b66c13d6259f4184804b1dbda0af288b.jpg,https://www.doc.govt.nz/link/552047703635411aa274b0b53bd8c524.aspx,12/2/2025 8:33:27 AM,3044.56293007651
708233,Matietie Walk,This coastal walk takes you through the Matietie Historic Reserve.,Advanced,55 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c53fe8d803f94365be3dbb9179dafae2.aspx,https://www.doc.govt.nz/link/baeef399afd843bdac1f1d4977abb2c3.aspx,12/2/2025 8:33:27 AM,3070.05422691819
708234,Waitanguru Falls Walk,Enjoy a short walk to a magnificant tiered waterfall.,Easy,15 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d80dbc15f2ee47c1b1740db9f66bb3f7.jpg,https://www.doc.govt.nz/link/3736ce121eed424abc7598ab44079362.aspx,12/2/2025 8:33:28 AM,221.775842526704
708235,Gunns Bush Track,Walk along an enchanting moss carpet.,Easy,1 hr 40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/845f51217007442dad02ddf9aa45ccde.jpg,https://www.doc.govt.nz/link/9bffc317e39949e8b06491c9a83da90c.aspx,12/2/2025 8:33:27 AM,3107.4700633145
708236,Tamatahia Te Whenua Track,Wind through the Globe Progress Mine's former processing plant site and discover its stories through a series of interpretive signs.,Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/87222af18beb4bedbd56f5c948311d66.aspx,https://www.doc.govt.nz/link/d947f437d22a479b8d15dacc94568e81.aspx,12/2/2025 8:33:27 AM,501.394304319583
708237,Union Creek Track,Visit Union Creek rock stack. A landform that consists of excess rock from mining operations. It's contoured and planted with native vegetation to mimic the surrounding landscape.,Easy,1.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2f8d7d1a42e348fba745c1f12ff03853.aspx,https://www.doc.govt.nz/link/ed2b5906dce04478901d924dc9937173.aspx,12/2/2025 8:33:26 AM,1802.20816377732
708238,Glen Dene Ridge Track,Cross the undulating skyline ridge on Glen Dene Ridge Track.,Advanced,10 to 14 hr return from Isthmus Creek Track car pa,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9442d184db20432b9fa6383e06a1c0a6.aspx,https://www.doc.govt.nz/link/00b6f33d80454259aaea0efdeb8434c8.aspx,12/2/2025 8:33:26 AM,11495.0556029592
708239,Mokai Road End to Otukota Hut,"A very steep uphill tramp over an easement that traverses private farmland to the Ruahine Forest Park, where the track descends a ridge to Otukota Hut.",Advanced,4-5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6eaf480782594714923978a14c8c5724.aspx,https://www.doc.govt.nz/link/7cf355bcefd34562aa95aa6ac51e84a5.aspx,12/2/2025 8:33:26 AM,8746.04530565916
708240,"Lower Ruamahanga Track to Cow Creek Hut, via Cow Saddle","This tramping track follows the lower Ruamahanga River then crosses Cow Saddle, to reach Cow Creek Hut.","Advanced, Expert",5 hr from Ruamahanga Gorge Road to Cow Creek Hut,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/1960c1673b384db0a23f1ac802c47ad6.aspx,12/2/2025 8:33:26 AM,13437.2678672699
708241,Dundas Circuit,"A challenging loop for experienced, well-equipped backcountry trampers in the northern Tararua Forest Park.","Advanced, Expert",3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8fb2a7f3c5ae489d95e355624ef41658.aspx,https://www.doc.govt.nz/link/9faf1e12608946ce97e07bbe1ff067b6.aspx,12/2/2025 8:33:26 AM,16575.4507685815
708242,East Holdsworth Track,This track connects Atiwhakatu Valley with the alpine tops near Mt Holsworth. It is a more challenging track than the main track to Mt Holdsworth via Powell Hut.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c4054b6429a246a3a82e91d831cdfa56.aspx,https://www.doc.govt.nz/link/5e6cf36cfa994f2c8422716bfe847007.aspx,12/2/2025 8:33:26 AM,3508.24061958025
708243,Blue Range to Cow Creek Hut Track,A backcountry tramping track that joins Blue Range with Cow Creek Hut and the Waingawa River valley.,Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/d9143d07b2d44a84abb2f6ec8439ebcc.aspx,12/2/2025 8:33:26 AM,4606.68010723763
708244,Mangahao Track,Tramp up the picturesque Mangahao River from Mangahao Upper No 1 Reservoir to Mangahao Flats Hut.,Advanced,6-7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/88a097bf8b06430094dfb0b7f1baed57.aspx,https://www.doc.govt.nz/link/8458e20bea374981897cc8c0da9a8bf2.aspx,12/2/2025 8:33:25 AM,9513.81954109011
708245,Callaghans Track,"This Nelson Creek walk takes you through forest to a view of bush clad valleys, crossing historic tail and water races.",Easy,"1 hr return to lookout, 1 hr 30 min return to Pric",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3cc0ebef49fa4e93bbf7c920530010a1.aspx,https://www.doc.govt.nz/link/bdf14c31171346baa799cfbb2685135a.aspx,12/2/2025 8:33:25 AM,1795.20061295803
708246,Tailrace Walk,This short Nelson Creek walk crosses a number of impressive historic tailraces.,Easiest,900 m,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7291d12d85df47868504f429117b3b25.aspx,https://www.doc.govt.nz/link/64cd270a44a746a3b9491030719df03d.aspx,12/2/2025 8:33:25 AM,938.501300166734
708247,Grants Knob Track,Grants Knob Track is an unmaintained tramping track at the eastern end of Croydon Bush Scenic Reserve.,Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/490edd144e4040adab4320ad7288c7a5.aspx,12/2/2025 8:33:25 AM,2731.80879347798
708248,Forks/Riverside Walk,"Forks/Riverside Walk is in Top Valley, a popular recreational area with swimming holes and picnic and camping areas.",Easy,1 hr 30 min - 2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f594c663ee3b40dea34884ab4b550767.jpg,https://www.doc.govt.nz/link/01a01acc950c4144844f8edc282739fb.aspx,12/2/2025 8:33:25 AM,5369.41289120142
708249,Old Blyth Track,Follow this historic trail through red beech and kaikawaka forests to connect with the Waitonga Falls and Round the Mountain tracks.,Intermediate,1 hr 30 mins to Round the Mountain track junction,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f4fb3f60e9bb4592a98b734ea48ff735.aspx,https://www.doc.govt.nz/link/147b28e3b7c842928912b8491f044586.aspx,12/2/2025 8:33:24 AM,5308.4320603274
708250,Richardson's Track,Richardson's Track is an unmaintained tramping track at the eastern end of Croydon Bush Scenic Reserve.,Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/aca4304c0c524ab4abddeb56111099f2.aspx,12/2/2025 8:33:24 AM,2478.07053240792
708251,Middle Ridge Track,Middle Range Track is an unmaintained tramping track at the eastern end of Croydon Bush Scenic Reserve.,Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/cd13a68fedf548d2b44d71107fc01656.aspx,12/2/2025 8:33:24 AM,2384.57310530905
708252,Dolamore Track,Walk through a pococarp hardwood forest to a lookout with panoramic views.,Easy,30 m plus 30 min side track,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/99e0940e642f485c88867a134e6b5c0c.aspx,12/2/2025 8:33:25 AM,1932.9676230286
708253,Chummies Track,Chummies Track is a steep climb up to John Reid Hut. It fords the Wangapeka River which is impassable if running high.,Intermediate,3-5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/3688729d697a43d587b8954a34c0c499.aspx,12/2/2025 8:33:24 AM,7391.31062500076
708254,Kiwi Track,This old goldminer's track leads to Kiwi Saddle Hut.,Intermediate,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/7cbfa573375c41ed98c448efc4a6dc40.aspx,12/2/2025 8:33:24 AM,9962.53296761091
708255,Horopito Track,This track is no longer maintained. The track ends at private property. There is no signage from Matapuna Road in Horopito.,Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/f11af74498b44d33bed041a22d3d8532.aspx,12/2/2025 8:33:24 AM,7512.91626073949
708256,Cape Wanbrow Walking Track,"This short track offers scenic views, plus the chance to spot coastal wildlife and geological wonders.",Easy,5 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c83aeeaa227945e78ce0c9aeae57f517.aspx,https://www.doc.govt.nz/link/b50f75a9a8384dfca0ad6e685aff2757.aspx,12/2/2025 8:33:24 AM,340.363313287362
708257,Puhoi to Remiger Road Track,"Starting from historic Puhio, walk up above the town through old forest to Remiger Road. This track is part of Te Araroa trail.",Intermediate,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1a9d83f2ee28450eb4b3b6d417ac7404.aspx,https://www.doc.govt.nz/link/2cfb19623dfb464faec6b7fd877c1e7e.aspx,12/2/2025 8:33:23 AM,1181.35489094717
